"massflow","Normals:0","Normals:1","Normals:2","Theta","U1:0","U1:1","U1:2","U1Mean:0","U1Mean:1","U1Mean:2","U2:0","U2:1","U2:2","U2Mean:0","U2Mean:1","U2Mean:2","alpha0","alpha1","alpha1Mean","epsilon","k","magU1Mean","p","vtkValidPointMask","Time","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2"
149.57,-5.6881e-07,-0.00011566,0,,,,,-1.5763e-06,-0.00025758,0,2.0304e-06,-8.0782e-05,0,-6.1767e-07,-0.00023965,0,,,0.00032893,0.00033089,0.008,0.0008,0.048005,1,2.16,5.294e-19,0,0.005
149.34,6.7603e-07,-0.00011415,0,,,,,7.4193e-07,-0.00025459,0,2.0188e-06,-8.0651e-05,0,8.475e-07,-0.00023755,0,,,0.00032881,0.00033086,0.008,0.0008,0.048001,1,2.18,5.294e-19,0,0.005
149.09,3.4948e-06,-0.00011392,0,,,,,3.039e-06,-0.00025502,0,2.0107e-06,-8.0508e-05,0,3.2972e-06,-0.00023717,0,,,0.00032836,0.00033084,0.008,0.0008,0.048007,1,2.2,5.294e-19,0,0.005
148.85,-2.814e-06,-0.00011241,0,,,,,-2.5827e-06,-0.00025646,0,1.9881e-06,-8.037e-05,0,-2.4804e-06,-0.000233,0,,,0.00032762,0.00033082,0.008,0.0008,0.048007,1,2.22,5.294e-19,0,0.005
148.61,1.0261e-06,-0.00011285,0,,,,,7.8182e-07,-0.00025637,0,1.9718e-06,-8.0236e-05,0,1.1093e-06,-0.00023318,0,,,0.00032841,0.0003308,0.008,0.0008,0.048007,1,2.24,5.294e-19,0,0.005
148.37,9.6043e-08,-0.00011183,0,,,,,2.492e-06,-0.00025351,0,1.9614e-06,-8.01e-05,0,-1.8796e-07,-0.00023258,0,,,0.00032862,0.00033077,0.008,0.0008,0.048002,1,2.26,5.294e-19,0,0.005
148.12,-4.7022e-06,-0.0001105,0,,,,,-4.9604e-06,-0.00025406,0,1.9412e-06,-7.9957e-05,0,-4.3185e-06,-0.00022943,0,,,0.00032804,0.00033076,0.008,0.0008,0.048006,1,2.28,5.294e-19,0,0.005
147.87,-2.2964e-06,-0.0001107,0,,,,,-1.8031e-06,-0.00025568,0,1.9201e-06,-7.9816e-05,0,-2.1308e-06,-0.00022916,0,,,0.000328,0.00033074,0.008,0.0008,0.048001,1,2.3,5.294e-19,0,0.005
147.62,1.8379e-06,-0.00010856,0,,,,,1.8543e-06,-0.00025281,0,1.8899e-06,-7.9674e-05,0,1.8613e-06,-0.00022644,0,,,0.00032924,0.00033072,0.008,0.0008,0.048003,1,2.32,5.294e-19,0,0.005
147.36,-1.52e-06,-0.00010855,0,,,,,3.0514e-07,-0.00025109,0,1.8778e-06,-7.9527e-05,0,-1.6818e-06,-0.00022563,0,,,0.0003288,0.00033069,0.008,0.0008,0.048001,1,2.34,5.294e-19,0,0.005
147.1,2.0153e-06,-0.00010805,0,,,,,1.0358e-06,-0.00025208,0,1.8753e-06,-7.9383e-05,0,1.7976e-06,-0.00022394,0,,,0.00032758,0.00033067,0.008,0.0008,0.048004,1,2.36,5.294e-19,0,0.005
146.84,-3.9553e-07,-0.00010677,0,,,,,5.4368e-07,-0.00025318,0,1.8668e-06,-7.9236e-05,0,-4.5827e-07,-0.00022242,0,,,0.00032831,0.00033066,0.008,0.0008,0.048004,1,2.38,5.294e-19,0,0.005
146.57,7.9362e-07,-0.00010651,0,,,,,1.5789e-06,-0.00025124,0,1.8439e-06,-7.9087e-05,0,8.4737e-07,-0.00022236,0,,,0.00032906,0.00033063,0.008,0.0008,0.048001,1,2.4,5.294e-19,0,0.005
146.31,-8.1283e-07,-0.00010494,0,,,,,-2.1711e-06,-0.00025041,0,1.8334e-06,-7.894e-05,0,-5.2995e-07,-0.00021773,0,,,0.00032734,0.00033061,0.008,0.0008,0.048009,1,2.42,5.294e-19,0,0.005
146.04,-5.5037e-07,-0.00010511,0,,,,,-1.4956e-06,-0.0002516,0,1.8165e-06,-7.879e-05,0,-2.8427e-07,-0.00021801,0,,,0.00032775,0.00033059,0.008,0.0008,0.048005,1,2.44,5.294e-19,0,0.005
145.78,2.1424e-06,-0.0001038,0,,,,,1.9636e-06,-0.00024968,0,1.8004e-06,-7.864e-05,0,2.1364e-06,-0.00021655,0,,,0.00032869,0.00033057,0.008,0.0008,0.048001,1,2.46,5.294e-19,0,0.005
145.51,-1.5225e-06,-0.00010349,0,,,,,-3.2986e-07,-0.00024789,0,1.7833e-06,-7.8492e-05,0,-1.4098e-06,-0.00021508,0,,,0.00032833,0.00033055,0.008,0.0008,0.048002,1,2.48,5.294e-19,0,0.005
145.24,3.598e-07,-0.00010272,0,,,,,1.945e-06,-0.00024998,0,1.775e-06,-7.834e-05,0,1.8471e-07,-0.00021305,0,,,0.00032738,0.00033053,0.008,0.0008,0.048007,1,2.5,5.294e-19,0,0.005
144.97,-1.1649e-07,-0.0001019,0,,,,,4.5916e-07,-0.00025033,0,1.7611e-06,-7.8189e-05,0,-2.5524e-07,-0.00021183,0,,,0.00032806,0.00033052,0.008,0.0008,0.048001,1,2.52,5.294e-19,0,0.005
144.69,-1.0109e-06,-0.00010127,0,,,,,9.5838e-08,-0.00024675,0,1.7453e-06,-7.8037e-05,0,-1.02e-06,-0.00021145,0,,,0.00032853,0.00033049,0.008,0.0008,0.048001,1,2.54,5.294e-19,0,0.005
144.42,9.3702e-08,-0.0001004,0,,,,,-1.355e-07,-0.00024847,0,1.7327e-06,-7.7886e-05,0,8.7807e-08,-0.00020745,0,,,0.00032714,0.00033047,0.008,0.0008,0.048013,1,2.56,5.294e-19,0,0.005
144.14,-3.4279e-07,-0.00010011,0,,,,,2.0064e-07,-0.00024948,0,1.7182e-06,-7.7732e-05,0,-3.7131e-07,-0.0002078,0,,,0.00032778,0.00033046,0.008,0.0008,0.048004,1,2.58,5.294e-19,0,0.005
143.87,-3.1488e-07,-9.8712e-05,0,,,,,-4.5341e-07,-0.00024553,0,1.7031e-06,-7.7581e-05,0,-3.2417e-07,-0.00020538,0,,,0.0003288,0.00033043,0.008,0.0008,0.048001,1,2.6,5.294e-19,0,0.005
143.6,1.6759e-07,-9.889e-05,0,,,,,-6.6095e-07,-0.00024575,0,1.6908e-06,-7.7429e-05,0,3.0001e-07,-0.00020549,0,,,0.00032721,0.00033041,0.008,0.0008,0.048004,1,2.62,5.294e-19,0,0.005
143.32,-3.8802e-08,-9.7513e-05,0,,,,,1.651e-07,-0.00024856,0,1.6792e-06,-7.7276e-05,0,-4.0828e-08,-0.00020188,0,,,0.00032708,0.0003304,0.008,0.0008,0.048006,1,2.64,5.294e-19,0,0.005
143.05,-3.0102e-07,-9.7589e-05,0,,,,,6.5286e-07,-0.00024332,0,1.666e-06,-7.7125e-05,0,-3.9463e-07,-0.00020292,0,,,0.00032948,0.00033037,0.008,0.0008,0.048002,1,2.66,5.294e-19,0,0.005
142.77,-1.1628e-07,-9.6798e-05,0,,,,,-3.5419e-07,-0.00024709,0,1.658e-06,-7.6974e-05,0,-1.2245e-07,-0.00020055,0,,,0.00032635,0.00033036,0.008,0.0008,0.048007,1,2.68,5.294e-19,0,0.005
142.49,-9.5501e-07,-9.5927e-05,0,,,,,-1.8525e-07,-0.00024672,0,1.6405e-06,-7.6819e-05,0,-9.4416e-07,-0.00019847,0,,,0.00032741,0.00033034,0.008,0.0008,0.048005,1,2.7,5.294e-19,0,0.005
142.23,-6.9946e-07,-9.5908e-05,0,,,,,9.2703e-07,-0.00024422,0,1.6265e-06,-7.6672e-05,0,-9.0155e-07,-0.00019587,0,,,0.00032741,0.00033031,0.008,0.0008,0.048001,1,2.72,5.294e-19,0,0.005
141.98,-3.9773e-07,-9.5836e-05,0,,,,,-3.3946e-07,-0.00024732,0,1.6071e-06,-7.6532e-05,0,-4.2382e-07,-0.00019484,0,,,0.0003268,0.00033029,0.008,0.0008,0.048006,1,2.74,5.294e-19,0,0.005
141.72,-1.0852e-06,-9.5704e-05,0,,,,,-3.1751e-06,-0.00024551,0,1.5856e-06,-7.6393e-05,0,-8.5224e-07,-0.00019556,0,,,0.00032761,0.00033027,0.008,0.0008,0.048006,1,2.76,5.294e-19,0,0.005
141.48,-3.9956e-09,-9.5445e-05,0,,,,,5.069e-07,-0.00024516,0,1.5774e-06,-7.6258e-05,0,-1.7478e-07,-0.00019353,0,,,0.00032709,0.00033025,0.008,0.0008,0.048004,1,2.78,5.294e-19,0,0.005
141.24,-1.8673e-06,-9.492e-05,0,,,,,-3.1697e-06,-0.00024553,0,1.5601e-06,-7.6123e-05,0,-1.6125e-06,-0.0001932,0,,,0.00032773,0.00033023,0.008,0.0008,0.048007,1,2.8,5.294e-19,0,0.005
141,-7.6261e-07,-9.4562e-05,0,,,,,-2.1479e-06,-0.00024625,0,1.5362e-06,-7.599e-05,0,-6.0925e-07,-0.00019147,0,,,0.00032675,0.00033021,0.008,0.0008,0.048004,1,2.82,5.294e-19,0,0.005
140.75,2.3587e-06,-9.3943e-05,0,,,,,8.1549e-07,-0.00024417,0,1.5192e-06,-7.5855e-05,0,2.4172e-06,-0.00019122,0,,,0.00032855,0.00033019,0.008,0.0008,0.048001,1,2.84,5.294e-19,0,0.005
140.51,6.1957e-07,-9.3471e-05,0,,,,,1.0848e-07,-0.00024407,0,1.5112e-06,-7.5722e-05,0,6.2256e-07,-0.00018996,0,,,0.00032827,0.00033017,0.008,0.0008,0.048001,1,2.86,5.294e-19,0,0.005
140.27,4.4867e-07,-9.2594e-05,0,,,,,7.3942e-07,-0.00024405,0,1.5032e-06,-7.5591e-05,0,4.3256e-07,-0.00018749,0,,,0.00032856,0.00033016,0.008,0.0008,0.048001,1,2.88,5.294e-19,0,0.005
140.03,-4.4451e-07,-9.241e-05,0,,,,,5.5283e-07,-0.00024464,0,1.497e-06,-7.5459e-05,0,-5.2311e-07,-0.0001874,0,,,0.00032842,0.00033015,0.008,0.0008,0.048001,1,2.9,5.294e-19,0,0.005
139.79,-2.9095e-06,-9.1554e-05,0,,,,,-2.8713e-06,-0.0002442,0,1.4916e-06,-7.5327e-05,0,-2.6952e-06,-0.00018561,0,,,0.00032713,0.00033013,0.008,0.0008,0.048001,1,2.92,5.294e-19,0,0.005
139.55,2.2676e-06,-9.0902e-05,0,,,,,2.1735e-06,-0.00024278,0,1.4831e-06,-7.519e-05,0,2.0058e-06,-0.00018546,0,,,0.0003276,0.00033012,0.008,0.0008,0.048005,1,2.94,5.294e-19,0,0.005
139.29,-5.2943e-06,-9.0196e-05,0,,,,,-4.6519e-06,-0.00024264,0,1.4678e-06,-7.5051e-05,0,-5.0482e-06,-0.00018377,0,,,0.00032738,0.00033009,0.008,0.0008,0.048005,1,2.96,5.294e-19,0,0.005
139.05,9.4582e-07,-8.9752e-05,0,,,,,-9.039e-07,-0.0002443,0,1.4366e-06,-7.4915e-05,0,9.6449e-07,-0.000182,0,,,0.00032741,0.00033008,0.008,0.0008,0.048009,1,2.98,5.294e-19,0,0.005
138.8,-3.2078e-06,-8.8973e-05,0,,,,,-4.5512e-06,-0.00024248,0,1.401e-06,-7.478e-05,0,-2.8873e-06,-0.00018046,0,,,0.0003274,0.00033006,0.008,0.0008,0.048004,1,3,5.294e-19,0,0.005
138.55,3.0739e-06,-8.8627e-05,0,,,,,2.2556e-06,-0.0002426,0,1.3867e-06,-7.4646e-05,0,3.0928e-06,-0.00017897,0,,,0.00032776,0.00033005,0.008,0.0008,0.048001,1,3.02,5.294e-19,0,0.005
138.31,9.4945e-07,-8.7848e-05,0,,,,,1.8003e-06,-0.00024172,0,1.3814e-06,-7.4511e-05,0,9.4751e-07,-0.00017781,0,,,0.00032809,0.00033003,0.008,0.0008,0.048001,1,3.04,5.294e-19,0,0.005
138.06,1.0389e-06,-8.6994e-05,0,,,,,1.4713e-06,-0.00024213,0,1.3929e-06,-7.4375e-05,0,9.4277e-07,-0.00017642,0,,,0.00032645,0.00033001,0.008,0.0008,0.048005,1,3.06,5.294e-19,0,0.005
137.81,-2.7857e-07,-8.6651e-05,0,,,,,-3.5821e-07,-0.00024075,0,1.3909e-06,-7.4236e-05,0,-2.7507e-07,-0.00017516,0,,,0.00032858,0.00033,0.008,0.0008,0.048001,1,3.08,5.294e-19,0,0.005
137.56,-3.9845e-06,-8.5968e-05,0,,,,,-2.9979e-06,-0.00024045,0,1.3756e-06,-7.4101e-05,0,-3.7152e-06,-0.00017354,0,,,0.00032742,0.00032998,0.008,0.0008,0.048004,1,3.1,5.294e-19,0,0.005
137.31,-1.0481e-06,-8.532e-05,0,,,,,-2.0601e-06,-0.00024232,0,1.3501e-06,-7.3966e-05,0,-6.9843e-07,-0.00017135,0,,,0.00032652,0.00032997,0.008,0.0008,0.048002,1,3.12,5.294e-19,0,0.005
137.06,-1.1865e-06,-8.4701e-05,0,,,,,-1.2635e-06,-0.00023929,0,1.3267e-06,-7.3828e-05,0,-9.5364e-07,-0.00017202,0,,,0.00032789,0.00032995,0.008,0.0008,0.048007,1,3.14,5.294e-19,0,0.005
136.81,1.4021e-06,-8.397e-05,0,,,,,5.3518e-07,-0.00024073,0,1.3237e-06,-7.369e-05,0,1.311e-06,-0.00016917,0,,,0.0003264,0.00032993,0.008,0.0008,0.048004,1,3.16,5.294e-19,0,0.005
136.55,1.3488e-06,-8.3532e-05,0,,,,,5.4166e-07,-0.00023857,0,1.3162e-06,-7.3551e-05,0,1.2387e-06,-0.0001683,0,,,0.00032822,0.00032991,0.008,0.0008,0.048001,1,3.18,5.294e-19,0,0.005
136.3,-4.8803e-06,-8.2625e-05,0,,,,,-4.412e-06,-0.00023849,0,1.2996e-06,-7.3414e-05,0,-4.6652e-06,-0.00016682,0,,,0.00032714,0.00032989,0.008,0.0008,0.048003,1,3.2,5.294e-19,0,0.005
136.05,1.5703e-06,-8.2376e-05,0,,,,,-1.4882e-06,-0.00024011,0,1.2726e-06,-7.3276e-05,0,1.9283e-06,-0.00016539,0,,,0.00032716,0.00032988,0.008,0.0008,0.048005,1,3.22,5.294e-19,0,0.005
135.8,-2.3351e-06,-8.1549e-05,0,,,,,-2.9827e-06,-0.00023906,0,1.2522e-06,-7.3138e-05,0,-1.961e-06,-0.0001652,0,,,0.00032715,0.00032986,0.008,0.0008,0.048003,1,3.24,5.294e-19,0,0.005
135.54,4.2976e-06,-8.0991e-05,0,,,,,2.0232e-06,-0.00023855,0,1.2454e-06,-7.2998e-05,0,4.1627e-06,-0.000163,0,,,0.0003264,0.00032984,0.008,0.0008,0.048003,1,3.26,5.294e-19,0,0.005
135.29,-1.836e-06,-8.0509e-05,0,,,,,-2.2345e-06,-0.00023729,0,1.2374e-06,-7.286e-05,0,-1.45e-06,-0.00016199,0,,,0.000327,0.00032982,0.008,0.0008,0.048007,1,3.28,5.294e-19,0,0.005
135.04,-1.1287e-06,-7.98e-05,0,,,,,-1.5392e-07,-0.00023742,0,1.2394e-06,-7.2722e-05,0,-9.9479e-07,-0.00016101,0,,,0.00032668,0.0003298,0.008,0.0008,0.04801,1,3.3,5.294e-19,0,0.005
134.78,-1.0604e-08,-7.9258e-05,0,,,,,-4.7231e-07,-0.0002388,0,1.2179e-06,-7.2582e-05,0,1.3263e-07,-0.00015959,0,,,0.00032633,0.00032978,0.008,0.0008,0.048005,1,3.32,5.294e-19,0,0.005
134.52,1.4498e-06,-7.8776e-05,0,,,,,5.9393e-07,-0.00023583,0,1.2191e-06,-7.2443e-05,0,1.4525e-06,-0.00015857,0,,,0.00032748,0.00032977,0.008,0.0008,0.048001,1,3.34,5.294e-19,0,0.005
134.27,4.382e-06,-7.8101e-05,0,,,,,2.0058e-06,-0.00023633,0,1.2194e-06,-7.2305e-05,0,4.3286e-06,-0.00015738,0,,,0.00032614,0.00032975,0.008,0.0008,0.04801,1,3.36,5.294e-19,0,0.005
134.01,2.3216e-06,-7.7752e-05,0,,,,,1.2279e-06,-0.00023583,0,1.2275e-06,-7.2166e-05,0,2.2847e-06,-0.00015513,0,,,0.00032728,0.00032973,0.008,0.0008,0.048001,1,3.38,5.294e-19,0,0.005
133.76,-1.2112e-06,-7.6863e-05,0,,,,,-1.4806e-06,-0.0002341,0,1.2199e-06,-7.2026e-05,0,-8.8475e-07,-0.0001553,0,,,0.0003276,0.00032971,0.008,0.0008,0.048009,1,3.4,5.294e-19,0,0.005
133.5,-1.926e-06,-7.6371e-05,0,,,,,1.4259e-07,-0.00023734,0,1.2147e-06,-7.1888e-05,0,-1.8765e-06,-0.00015329,0,,,0.00032544,0.0003297,0.008,0.0008,0.048002,1,3.42,5.294e-19,0,0.005
133.24,-4.1622e-06,-7.5727e-05,0,,,,,-1.5549e-06,-0.00023344,0,1.2055e-06,-7.1746e-05,0,-4.1778e-06,-0.0001525,0,,,0.00032675,0.00032967,0.008,0.0008,0.048002,1,3.44,5.294e-19,0,0.005
132.98,-1.6572e-06,-7.4924e-05,0,,,,,-1.8208e-06,-0.00023439,0,1.1877e-06,-7.1606e-05,0,-1.5703e-06,-0.00015135,0,,,0.00032545,0.00032965,0.008,0.0008,0.048008,1,3.46,5.294e-19,0,0.005
132.72,4.2314e-08,-7.4568e-05,0,,,,,3.3706e-07,-0.00023445,0,1.1712e-06,-7.1464e-05,0,-2.3741e-08,-0.00014924,0,,,0.0003269,0.00032964,0.008,0.0008,0.048001,1,3.48,5.294e-19,0,0.005
132.46,3.4885e-06,-7.3904e-05,0,,,,,1.9758e-06,-0.00023407,0,1.1682e-06,-7.1323e-05,0,3.4452e-06,-0.00014947,0,,,0.00032578,0.00032962,0.008,0.0008,0.048009,1,3.5,5.294e-19,0,0.005
132.2,1.3964e-06,-7.338e-05,0,,,,,1.862e-06,-0.00023433,0,1.1777e-06,-7.1182e-05,0,1.3347e-06,-0.00014722,0,,,0.00032546,0.0003296,0.008,0.0008,0.048008,1,3.52,5.294e-19,0,0.005
131.94,3.0148e-06,-7.2761e-05,0,,,,,3.6002e-06,-0.00023442,0,1.1938e-06,-7.104e-05,0,2.6427e-06,-0.00014611,0,,,0.00032596,0.00032958,0.008,0.0008,0.048001,1,3.54,5.294e-19,0,0.005
131.68,-5.5839e-07,-7.2036e-05,0,,,,,8.3258e-07,-0.00023519,0,1.1921e-06,-7.0898e-05,0,-5.1953e-07,-0.0001453,0,,,0.00032441,0.00032955,0.008,0.0008,0.048002,1,3.56,5.294e-19,0,0.005
131.42,-1.5588e-06,-7.1625e-05,0,,,,,-1.9837e-07,-0.00023351,0,1.1963e-06,-7.0755e-05,0,-1.6188e-06,-0.00014339,0,,,0.00032552,0.00032953,0.008,0.0008,0.048002,1,3.58,5.294e-19,0,0.005
131.15,1.5717e-06,-7.0739e-05,0,,,,,1.5878e-06,-0.00023375,0,1.1908e-06,-7.0612e-05,0,1.662e-06,-0.00014313,0,,,0.00032469,0.0003295,0.008,0.0008,0.048003,1,3.6,5.294e-19,0,0.005
130.89,-2.5073e-06,-7.037e-05,0,,,,,-1.8871e-07,-0.00023288,0,1.192e-06,-7.047e-05,0,-2.506e-06,-0.00014094,0,,,0.00032476,0.00032947,0.008,0.0008,0.048001,1,3.62,5.294e-19,0,0.005
130.62,1.7379e-06,-6.9753e-05,0,,,,,7.3725e-07,-0.00023257,0,1.1871e-06,-7.0325e-05,0,1.7914e-06,-0.00014015,0,,,0.00032506,0.00032945,0.008,0.0008,0.048006,1,3.64,5.294e-19,0,0.005
130.36,-1.141e-06,-6.9151e-05,0,,,,,-3.3031e-07,-0.00023315,0,1.183e-06,-7.0183e-05,0,-1.1557e-06,-0.00013919,0,,,0.00032399,0.00032942,0.008,0.0008,0.048001,1,3.66,5.294e-19,0,0.005
130.09,1.1433e-06,-6.8848e-05,0,,,,,-4.6712e-08,-0.00023215,0,1.1776e-06,-7.004e-05,0,1.0531e-06,-0.00013785,0,,,0.00032527,0.0003294,0.008,0.0008,0.048002,1,3.68,5.294e-19,0,0.005
129.83,-3.0355e-07,-6.8021e-05,0,,,,,-5.4061e-07,-0.00023296,0,1.167e-06,-6.9897e-05,0,-2.407e-07,-0.00013756,0,,,0.00032389,0.00032937,0.008,0.0008,0.048001,1,3.7,5.294e-19,0,0.005
129.57,-2.1986e-07,-6.7785e-05,0,,,,,-8.1171e-07,-0.00023208,0,1.1601e-06,-6.9755e-05,0,-1.4962e-07,-0.0001353,0,,,0.00032445,0.00032934,0.008,0.0008,0.048001,1,3.72,5.294e-19,0,0.005
129.3,9.9699e-09,-6.711e-05,0,,,,,-1.72e-07,-0.00023233,0,1.1496e-06,-6.9612e-05,0,8.5983e-08,-0.0001347,0,,,0.00032415,0.00032931,0.008,0.0008,0.048002,1,3.74,5.294e-19,0,0.005
129.04,-3.5071e-07,-6.6773e-05,0,,,,,-3.0512e-07,-0.00023245,0,1.1423e-06,-6.9471e-05,0,-3.2797e-07,-0.00013322,0,,,0.00032379,0.00032929,0.008,0.0008,0.048001,1,3.76,5.294e-19,0,0.005
128.78,-4.36e-07,-6.6366e-05,0,,,,,-1.7441e-07,-0.00023221,0,1.1351e-06,-6.933e-05,0,-4.1768e-07,-0.00013212,0,,,0.00032423,0.00032926,0.008,0.0008,0.048001,1,3.78,5.294e-19,0,0.005
128.52,1.7448e-07,-6.5822e-05,0,,,,,-2.7093e-07,-0.0002318,0,1.1276e-06,-6.919e-05,0,1.9352e-07,-0.00013143,0,,,0.000324,0.00032923,0.008,0.0008,0.048001,1,3.8,5.294e-19,0,0.005
128.26,3.5652e-07,-6.5418e-05,0,,,,,4.7982e-09,-0.00023144,0,1.1209e-06,-6.9051e-05,0,3.6846e-07,-0.00013015,0,,,0.00032419,0.0003292,0.008,0.0008,0.048001,1,3.82,5.294e-19,0,0.005
128.01,-1.0163e-07,-6.4868e-05,0,,,,,1.5876e-07,-0.00023127,0,1.1157e-06,-6.891e-05,0,-9.1568e-08,-0.0001294,0,,,0.00032419,0.00032918,0.008,0.0008,0.048001,1,3.84,5.294e-19,0,0.005
127.75,-2.7962e-07,-6.4324e-05,0,,,,,9.2177e-08,-0.00023074,0,1.1105e-06,-6.8771e-05,0,-2.7033e-07,-0.00012811,0,,,0.00032415,0.00032915,0.008,0.0008,0.048001,1,3.86,5.294e-19,0,0.005
127.49,-2.5631e-07,-6.3819e-05,0,,,,,-2.8657e-07,-0.00023057,0,1.1045e-06,-6.8631e-05,0,-2.4702e-07,-0.00012712,0,,,0.00032411,0.00032913,0.008,0.0008,0.048001,1,3.88,5.294e-19,0,0.005
127.23,-1.2969e-07,-6.3278e-05,0,,,,,-1.5475e-07,-0.00023024,0,1.0976e-06,-6.8491e-05,0,-1.1659e-07,-0.00012602,0,,,0.00032404,0.0003291,0.008,0.0008,0.048001,1,3.9,5.294e-19,0,0.005
126.97,-8.3855e-08,-6.2762e-05,0,,,,,2.0046e-09,-0.00022993,0,1.0917e-06,-6.8352e-05,0,-8.5266e-08,-0.00012499,0,,,0.00032399,0.00032907,0.008,0.0008,0.048001,1,3.92,5.294e-19,0,0.005
126.71,3.8984e-08,-6.225e-05,0,,,,,-1.0535e-07,-0.00022967,0,1.086e-06,-6.8212e-05,0,4.0707e-08,-0.0001239,0,,,0.00032403,0.00032905,0.008,0.0008,0.048001,1,3.94,5.294e-19,0,0.005
126.45,-3.726e-09,-6.1758e-05,0,,,,,-5.9219e-08,-0.00022933,0,1.0799e-06,-6.8073e-05,0,7.9915e-09,-0.00012283,0,,,0.0003241,0.00032902,0.008,0.0008,0.048001,1,3.96,5.294e-19,0,0.005
126.2,-1.148e-07,-6.1254e-05,0,,,,,-1.4773e-08,-0.00022901,0,1.0745e-06,-6.7933e-05,0,-1.1284e-07,-0.0001218,0,,,0.00032405,0.000329,0.008,0.0008,0.048001,1,3.98,5.294e-19,0,0.005
125.94,-2.8233e-07,-6.0748e-05,0,,,,,-1.6006e-07,-0.00022879,0,1.0685e-06,-6.7794e-05,0,-2.6945e-07,-0.00012079,0,,,0.00032394,0.00032897,0.008,0.0008,0.048001,1,4,5.294e-19,0,0.005
125.68,-6.5998e-09,-6.0272e-05,0,,,,,-9.2137e-08,-0.00022851,0,1.0626e-06,-6.7654e-05,0,-2.1759e-10,-0.00011984,0,,,0.00032385,0.00032895,0.008,0.0008,0.048001,1,4.02,5.294e-19,0,0.005
125.42,-5.5669e-08,-5.9806e-05,0,,,,,-2.4159e-08,-0.00022823,0,1.057e-06,-6.7515e-05,0,-5.071e-08,-0.00011893,0,,,0.00032374,0.00032892,0.008,0.0008,0.048001,1,4.04,5.294e-19,0,0.005
125.16,-1.2588e-07,-5.9326e-05,0,,,,,-7.5802e-08,-0.00022796,0,1.0516e-06,-6.7376e-05,0,-1.2519e-07,-0.00011805,0,,,0.00032358,0.0003289,0.008,0.0008,0.048001,1,4.06,5.294e-19,0,0.005
124.9,3.0411e-07,-5.8877e-05,0,,,,,1.2852e-07,-0.00022779,0,1.0461e-06,-6.7236e-05,0,3.3107e-07,-0.0001171,0,,,0.00032334,0.00032887,0.008,0.0008,0.047827,1,4.08,5.294e-19,0,0.005
124.66,1.0297e-06,-5.9674e-05,0,,,,,2.0426e-06,-0.00023794,0,1.0564e-06,-6.7107e-05,0,8.5197e-07,-0.00011473,0,,,0.0003172,0.00032883,0.008,0.0008,0.046522,1,4.1,5.294e-19,0,0.005
124.44,9.0583e-07,-5.9921e-05,0,,,,,7.5479e-07,-0.00023851,0,1.0543e-06,-6.6985e-05,0,9.2075e-07,-0.00011441,0,,,0.00031676,0.00032877,0.008,0.0008,0.046508,1,4.12,5.294e-19,0,0.005
124.21,-2.063e-07,-5.9836e-05,0,,,,,9.1267e-07,-0.00023762,0,1.0538e-06,-6.6865e-05,0,-2.0277e-07,-0.00011444,0,,,0.00031654,0.00032871,0.008,0.0008,0.046526,1,4.14,5.294e-19,0,0.005
124,6.2493e-07,-5.9765e-05,0,,,,,1.1809e-06,-0.00023862,0,1.0523e-06,-6.6747e-05,0,6.0812e-07,-0.00011375,0,,,0.00031663,0.00032865,0.008,0.0008,0.046536,1,4.16,5.294e-19,0,0.005
123.78,-3.885e-08,-5.9423e-05,0,,,,,1.1553e-06,-0.00023775,0,1.0511e-06,-6.6629e-05,0,-1.3415e-07,-0.0001137,0,,,0.00031665,0.0003286,0.008,0.0008,0.046516,1,4.18,5.294e-19,0,0.005
123.56,7.0806e-07,-5.9181e-05,0,,,,,4.6301e-07,-0.0002381,0,1.0504e-06,-6.6512e-05,0,7.195e-07,-0.00011263,0,,,0.00031644,0.00032854,0.008,0.0008,0.046511,1,4.2,5.294e-19,0,0.005
123.34,-4.45e-07,-5.8863e-05,0,,,,,1.081e-06,-0.00023716,0,1.0475e-06,-6.6394e-05,0,-5.4805e-07,-0.0001123,0,,,0.00031667,0.00032848,0.008,0.0008,0.046532,1,4.22,5.294e-19,0,0.005
123.12,1.1843e-06,-5.8405e-05,0,,,,,1.0589e-06,-0.00023716,0,1.045e-06,-6.6277e-05,0,1.0593e-06,-0.00011184,0,,,0.00031635,0.00032843,0.008,0.0008,0.04652,1,4.24,5.294e-19,0,0.005
122.9,2.329e-08,-5.804e-05,0,,,,,-1.8406e-07,-0.00023719,0,1.0439e-06,-6.6159e-05,0,8.3806e-08,-0.00011043,0,,,0.00031647,0.00032837,0.008,0.0008,0.046514,1,4.26,5.294e-19,0,0.005
122.69,-1.411e-06,-5.746e-05,0,,,,,7.0487e-07,-0.00023488,0,1.0422e-06,-6.6041e-05,0,-1.568e-06,-0.00010984,0,,,0.00031649,0.00032831,0.008,0.0008,0.046529,1,4.28,5.294e-19,0,0.005
122.47,1.0037e-06,-5.7009e-05,0,,,,,2.4949e-08,-0.00023674,0,1.0368e-06,-6.5923e-05,0,1.0709e-06,-0.00010853,0,,,0.00031615,0.00032826,0.008,0.0008,0.046517,1,4.3,5.294e-19,0,0.005
